a,b,c,d,e,f,g,result
139,3.2662,0.4604,0.8345,0.1223,0.4892,0.0000,0.5617
28,1.8929,0.1429,0.4286,0.0000,0.2143,0.0000,0.5185
55,0.1818,0.0000,0.0364,0.0000,0.0000,0.0000,0.4630
94,2.8617,0.2234,0.6170,0.1170,0.4362,0.0000,0.4568
72,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4136
133,3.0902,0.3459,0.7444,0.0451,0.3308,0.0075,0.5802
152,3.5000,0.4671,0.8947,0.1842,0.5987,0.0789,0.4568
127,2.8819,0.2913,0.6929,0.0079,0.2047,0.0079,0.5185
143,3.3986,0.3986,0.9441,0.0350,0.3007,0.0420,0.4136
47,1.7660,0.1489,0.4894,0.0213,0.1064,0.0000,0.4012
61,2.1967,0.1475,0.4590,0.0000,0.1803,0.0000,0.5864
29,2.3793,0.2414,0.4828,0.0000,0.1034,0.0000,0.5000
71,0.0282,0.0141,0.0000,0.0000,0.0141,0.0000,0.4012
139,3.0504,0.2806,0.7770,0.0216,0.1871,0.0144,0.4410
121,3.0165,0.3140,0.8430,0.0496,0.2975,0.0083,0.5864
140,3.2786,0.2714,0.8643,0.0143,0.4071,0.0643,0.5185
36,0.3889,0.0000,0.0278,0.0000,0.0000,0.0000,0.6049
81,3.3086,0.4691,0.6173,0.1852,0.4568,0.0000,0.5247
159,3.9686,0.7233,1.2767,0.1635,0.5535,0.0252,0.5247
7,2.4286,0.1429,0.4286,0.0000,0.2857,0.0000,0.4813
16,1.1250,0.2500,0.3750,0.0000,0.0000,0.0625,0.5185
3,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
119,3.9160,0.3782,0.9076,0.0924,0.4706,0.0252,0.5000
13,2.7692,0.1538,0.9231,0.0000,0.2308,0.0000,0.5617
13,1.0769,0.0000,0.0769,0.0000,0.0769,0.0000,0.4630
18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
119,3.3782,0.3193,0.7311,0.1597,0.4286,0.0000,0.5000
134,3.1119,0.5299,0.8060,0.1343,0.4925,0.0000,0.5370
54,0.0741,0.0185,0.0185,0.0000,0.0000,0.0000,0.6049
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4813
125,3.1840,0.4240,0.9120,0.0480,0.3600,0.1280,0.5062
10,1.9000,0.2000,0.5000,0.0000,0.3000,0.0000,0.5062
44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4783
15,0.0667,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
104,1.7788,0.3654,0.4327,0.0481,0.1635,0.1442,0.5185
141,3.2908,0.3191,0.7589,0.0355,0.3404,0.0567,0.5185
153,3.8301,0.6144,1.2222,0.1438,0.5621,0.0654,0.5802
14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
23,2.0870,0.0870,0.4783,0.0000,0.1304,0.0000,0.4630
17,1.2941,0.2353,0.4706,0.0000,0.0000,0.0000,0.3519
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4813
109,2.2202,0.2661,0.5321,0.0550,0.3303,0.1376,0.5185
13,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
87,2.2874,0.2414,0.6207,0.0230,0.2299,0.0230,0.5247
10,0.5000,0.1000,0.1000,0.0000,0.0000,0.0000,0.5802
137,2.0584,0.2701,0.4453,0.0000,0.1387,0.2117,0.5247
146,3.8630,0.5959,1.0959,0.1164,0.4932,0.0685,0.5185
21,0.0476,0.0000,0.0000,0.0000,0.0000,0.0000,0.4410
53,2.7925,0.5094,0.9245,0.2075,0.6604,0.0189,0.5185
150,4.0267,0.6133,1.1933,0.0133,0.3333,0.3200,0.5000
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
33,1.3939,0.1212,0.2727,0.0000,0.0909,0.0000,0.4012
57,1.9474,0.2807,0.4211,0.0526,0.2105,0.0000,0.5123
68,0.0441,0.0000,0.0000,0.0000,0.0147,0.0000,0.4568
20,2.9500,0.1500,0.4000,0.0500,0.2500,0.0000,0.5185
26,1.3077,0.1538,0.3462,0.0385,0.0769,0.0000,0.6049
152,4.0197,0.6053,1.2829,0.0987,0.5855,0.0724,0.5864
15,1.2000,0.0000,0.2667,0.0000,0.2000,0.0000,0.5062
18,1.8333,0.2222,0.5000,0.1667,0.2222,0.0000,0.5062
97,2.1856,0.1546,0.4845,0.0412,0.2062,0.0103,0.4568
149,3.2081,0.4631,0.9463,0.0738,0.4765,0.0067,0.5185
76,2.6711,0.2105,0.6974,0.0132,0.2237,0.0000,0.5185
155,3.9290,0.6581,1.0516,0.0323,0.3226,0.3290,0.5370
101,2.3069,0.1683,0.5446,0.0099,0.1980,0.0297,0.4012
10,2.6000,0.4000,0.8000,0.0000,0.3000,0.0000,0.4383
124,3.4758,0.4839,1.1371,0.0000,0.4355,0.0323,0.5123
25,1.7600,0.1200,0.2400,0.0000,0.0000,0.0000,0.5185
76,2.6974,0.4211,0.6711,0.0132,0.2632,0.0263,0.4815
57,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
11,1.6364,0.0909,0.1818,0.0000,0.0000,0.0000,0.6049
98,2.5714,0.4592,0.6327,0.0714,0.2449,0.1735,0.6049
91,2.9670,0.2198,0.7912,0.0330,0.3407,0.0000,0.4568
153,4.0392,0.5686,1.1438,0.0327,0.3922,0.0392,0.5185
1,2.0000,0.0000,1.0000,0.0000,2.0000,0.0000,0.6049
136,2.8971,0.3382,0.7794,0.1471,0.5074,0.0000,0.5247
8,0.8750,0.1250,0.0000,0.0000,0.0000,0.0000,0.4630
4,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.4813
4,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4630
83,2.4940,0.1325,0.5422,0.0000,0.1566,0.0241,0.4410
6,1.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
161,3.9193,0.5901,0.9938,0.0186,0.3540,0.1739,0.5123
44,3.0909,0.1591,0.6591,0.0227,0.2727,0.0455,0.4012
6,0.6667,0.0000,0.1667,0.0000,0.0000,0.0000,0.6049
4,1.7500,0.2500,0.2500,0.0000,0.0000,0.0000,0.4410
61,0.0492,0.0000,0.0000,0.0000,0.0000,0.0000,0.4630
31,2.1613,0.2258,0.4516,0.0000,0.1613,0.0000,0.4568
108,2.6019,0.2778,0.5556,0.0463,0.2963,0.0278,0.5185
104,2.7596,0.2308,0.5962,0.0000,0.1346,0.0000,0.4136
162,4.0123,0.6111,1.2963,0.2099,0.7037,0.0370,0.4136
39,0.0769,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
129,3.2093,0.4961,0.8295,0.0620,0.3101,0.0310,0.5185
117,3.6239,0.5641,1.0171,0.0256,0.2735,0.2222,0.5185
35,1.1429,0.0286,0.1714,0.0000,0.1143,0.0000,0.4630
15,2.4667,0.0667,0.4667,0.0000,0.1333,0.0000,0.4383
88,3.1818,0.2727,0.8409,0.0341,0.3068,0.0000,0.5247
65,0.0769,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
18,0.0556,0.0000,0.0000,0.0000,0.0000,0.0000,0.6049
63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
29,1.4138,0.1034,0.1724,0.0000,0.0000,0.0000,0.4012
37,0.1081,0.0000,0.0000,0.0000,0.0000,0.0000,0.4410
44,1.2500,0.1591,0.2045,0.0227,0.1591,0.0227,0.5185
22,2.9545,0.2273,0.8182,0.0455,0.3636,0.0000,0.5000
10,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
36,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
5,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
4,1.0000,0.0000,0.2500,0.0000,0.2500,0.0000,0.5185
9,2.3333,0.1111,0.6667,0.0000,0.1111,0.0000,0.5185
31,0.7742,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
64,0.0313,0.0156,0.0000,0.0000,0.0000,0.0000,0.4410
68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
22,1.2273,0.1364,0.1364,0.0000,0.0455,0.0000,0.5247
153,3.8039,0.5948,1.1438,0.1699,0.5752,0.1242,0.4568
33,1.7273,0.0606,0.1515,0.0303,0.2121,0.0000,0.5185
103,3.2330,0.3301,0.8350,0.1359,0.3689,0.0000,0.4813
43,0.3023,0.0465,0.0698,0.0000,0.0233,0.0000,0.4410
153,3.8824,0.4837,1.0523,0.0784,0.3791,0.1503,0.5741
13,1.7692,0.0769,0.4615,0.0000,0.1538,0.0000,0.4813
158,3.7025,0.6582,1.0759,0.1646,0.6329,0.1392,0.4813
54,2.0370,0.2963,0.3889,0.0741,0.2407,0.2037,0.5802
9,4.4444,0.6667,0.8889,0.1111,0.3333,0.1111,0.4568
5,1.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
152,3.8158,0.3947,1.0197,0.1118,0.5724,0.0526,0.5185
41,2.3415,0.1707,0.5854,0.0488,0.3415,0.0000,0.4410
96,2.3750,0.1875,0.6458,0.0521,0.3646,0.0000,0.4783
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4783
158,4.1266,0.5380,1.2532,0.0633,0.3544,0.1962,0.4383
40,0.6000,0.0000,0.0250,0.0000,0.0250,0.0000,0.4813
84,1.9524,0.2262,0.4881,0.0119,0.1310,0.0357,0.5123
56,0.0536,0.0000,0.0179,0.0000,0.0179,0.0000,0.4012
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4410
134,3.1866,0.3284,0.7164,0.0000,0.2313,0.0597,0.5000
34,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5123
35,0.6286,0.0000,0.0857,0.0000,0.0857,0.0000,0.4783
3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6049
17,1.2941,0.0588,0.1176,0.0000,0.1176,0.0000,0.4815
119,2.8992,0.3277,0.7647,0.0672,0.3361,0.0336,0.5741
10,1.9000,0.0000,0.3000,0.0000,0.0000,0.0000,0.4568
31,2.5484,0.2581,0.4194,0.0323,0.1613,0.0000,0.4813
2,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4012
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
5,1.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.5247
27,1.0741,0.0741,0.1111,0.0370,0.0370,0.0000,0.4568
18,0.2222,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
86,2.4651,0.1744,0.6860,0.0233,0.2558,0.0116,0.4136
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4630
85,2.7529,0.3294,0.7294,0.0118,0.2941,0.0471,0.5062
16,2.3125,0.0000,0.3750,0.0000,0.3750,0.0000,0.4012
105,2.0571,0.2286,0.5714,0.0190,0.1905,0.0095,0.5741
50,3.5000,0.5000,0.6800,0.0400,0.4400,0.1000,0.5123
53,2.6981,0.3585,0.4151,0.0566,0.1509,0.0000,0.5185
62,1.8226,0.2097,0.3710,0.0645,0.1129,0.0161,0.4383
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
37,2.4595,0.1622,0.6757,0.0270,0.1622,0.0000,0.5185
23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
144,2.5625,0.3125,0.5556,0.0347,0.2361,0.1181,0.5062
161,4.1056,0.6832,1.2609,0.1553,0.7205,0.0994,0.5247
49,2.5102,0.3673,0.5102,0.0612,0.3265,0.0204,0.4012
42,0.0714,0.0000,0.0000,0.0000,0.0000,0.0000,0.4783
5,1.6000,0.2000,0.4000,0.0000,0.2000,0.0000,0.5123
14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
99,2.8687,0.2323,0.6970,0.0101,0.2424,0.0000,0.3519
77,2.8571,0.2468,0.8442,0.0130,0.3766,0.0130,0.6049
52,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.4813
20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
33,2.1212,0.0909,0.2121,0.0000,0.0909,0.0000,0.6049
31,2.0968,0.1935,0.5161,0.0000,0.2581,0.0000,0.5185
35,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.4813
90,1.8556,0.1778,0.4222,0.0333,0.2333,0.0222,0.4813
5,0.6000,0.2000,0.0000,0.0000,0.0000,0.0000,0.5741
67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
122,2.8934,0.4754,0.7951,0.0574,0.3607,0.0738,0.5802
150,3.6667,0.6400,1.0467,0.0200,0.3333,0.2333,0.5185
14,0.8571,0.0714,0.1429,0.0000,0.0000,0.0000,0.5802
36,1.9722,0.0833,0.3611,0.0000,0.2778,0.0000,0.6049
38,1.7105,0.1842,0.1842,0.0000,0.0789,0.0000,0.5802
50,2.3400,0.2000,0.4400,0.0600,0.2200,0.0000,0.5370
21,2.3333,0.1905,0.3333,0.0000,0.2857,0.0000,0.5617
113,3.2212,0.3363,0.8319,0.0265,0.1770,0.0354,0.5000
26,1.8077,0.2308,0.4615,0.1538,0.5000,0.0000,0.5864
116,2.7241,0.3362,0.5517,0.0862,0.2845,0.1121,0.5370
37,2.0000,0.1892,0.3784,0.0811,0.3784,0.0270,0.5062
133,3.1128,0.5338,0.8797,0.0602,0.4060,0.1053,0.5123
61,2.6230,0.2787,0.7213,0.0656,0.3279,0.0000,0.5617
95,1.9053,0.2632,0.4737,0.0316,0.2632,0.0000,0.5247
74,0.0811,0.0000,0.0405,0.0000,0.0135,0.0000,0.5802
19,0.1053,0.0000,0.0526,0.0000,0.0000,0.0000,0.5802
129,3.5349,0.3876,0.9690,0.0465,0.5194,0.0155,0.5185
11,0.6364,0.0000,0.1818,0.0000,0.0000,0.0000,0.5185
6,1.1667,0.0000,0.3333,0.0000,0.0000,0.0000,0.5185
18,3.2222,0.4444,0.9444,0.0000,0.5000,0.0556,0.5000
122,3.1557,0.3607,0.8361,0.0492,0.4180,0.0246,0.5062
3,3.0000,0.0000,1.3333,0.0000,0.3333,0.3333,0.4813
139,3.6331,0.6187,0.9640,0.2014,0.7122,0.0719,0.5741
103,3.5146,0.4660,0.7476,0.1068,0.3689,0.1262,0.5123
143,3.5315,0.3986,1.0210,0.0350,0.4755,0.0350,0.5123
20,1.6000,0.1000,0.1500,0.0000,0.1000,0.0000,0.4813
10,1.0000,0.0000,0.1000,0.0000,0.1000,0.0000,0.4568
90,2.9556,0.3667,0.7111,0.0444,0.4778,0.0222,0.5123
71,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5123
82,2.2561,0.2439,0.4878,0.0122,0.2561,0.0000,0.5617
6,1.3333,0.1667,0.1667,0.0000,0.0000,0.0000,0.4136
33,0.0303,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
132,3.6667,0.5909,1.1591,0.2348,0.7576,0.0455,0.5062
26,2.5385,0.1923,0.6154,0.0000,0.3077,0.0000,0.3519
32,1.7813,0.1563,0.3438,0.0313,0.1875,0.0000,0.5185
80,2.7375,0.2500,0.6250,0.0250,0.2500,0.0375,0.4783
65,0.1077,0.0154,0.0154,0.0000,0.0154,0.0000,0.5185
154,3.2532,0.5519,0.8571,0.2013,0.5779,0.0195,0.5185
20,1.7000,0.1000,0.2000,0.0500,0.1000,0.0500,0.4783
97,3.1649,0.4021,0.7216,0.1134,0.4330,0.0825,0.5185
30,1.9333,0.1667,0.3000,0.0000,0.0667,0.0000,0.5185
158,3.5380,0.6582,1.1266,0.2025,0.6899,0.0063,0.5370
27,3.6296,0.2593,0.9259,0.0370,0.3333,0.0370,0.3519
115,2.8348,0.4783,0.8696,0.0522,0.2957,0.1391,0.5185
144,3.4167,0.5139,0.8958,0.1319,0.3333,0.0972,0.4630
146,3.6918,0.3014,0.9315,0.0616,0.3014,0.0753,0.4815
80,2.3000,0.3000,0.6375,0.0250,0.1625,0.1875,0.5062
45,2.5556,0.2444,0.5111,0.0222,0.2889,0.0222,0.5000
44,1.2273,0.1364,0.3182,0.0227,0.1364,0.0000,0.4012
32,1.6250,0.1563,0.3125,0.0000,0.0625,0.0000,0.6049
10,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4783
101,3.7129,0.5644,0.9208,0.0891,0.5446,0.1089,0.5185
106,2.8868,0.3868,0.9245,0.0283,0.3019,0.0189,0.5802
4,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.4136
90,2.5667,0.2556,0.5667,0.0111,0.1333,0.0333,0.4630
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4783
132,2.4545,0.2879,0.4773,0.0606,0.2424,0.0000,0.5123
21,2.9048,0.1905,0.6190,0.0476,0.3810,0.0000,0.4410
138,3.5580,0.6304,0.9420,0.1232,0.6014,0.0725,0.6049
99,1.8889,0.2323,0.5152,0.0404,0.2323,0.0909,0.6049
17,1.1765,0.1765,0.2353,0.0000,0.1176,0.0588,0.5185
145,3.7379,0.5586,0.9103,0.1862,0.6759,0.0138,0.5123
74,2.9595,0.2838,0.7703,0.0541,0.4324,0.0270,0.5185
80,2.3000,0.2375,0.5625,0.0125,0.1875,0.0375,0.4383
82,2.2805,0.2927,0.5610,0.0366,0.2561,0.0244,0.5000
157,3.8599,0.5860,1.0955,0.1465,0.6369,0.0127,0.5370
71,2.7042,0.3239,0.7465,0.1831,0.4507,0.0000,0.4813
35,2.0286,0.0571,0.2571,0.0000,0.0286,0.0000,0.4783
93,1.5591,0.0753,0.4086,0.0000,0.1075,0.0215,0.4813
142,3.0000,0.2958,0.6901,0.0070,0.2887,0.0493,0.5123
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4410
18,1.7222,0.1111,0.3889,0.0000,0.0000,0.0000,0.5370
25,1.5600,0.0800,0.3200,0.0400,0.2000,0.0000,0.6049
124,3.0161,0.4113,0.7742,0.0484,0.2742,0.1048,0.4813
137,3.5547,0.4307,1.0292,0.1168,0.4672,0.1022,0.4410
151,3.8212,0.3974,0.8609,0.0861,0.4834,0.0132,0.4410
24,1.8333,0.0417,0.1667,0.0000,0.0833,0.0000,0.5247
123,2.1951,0.3415,0.4797,0.0407,0.1382,0.0569,0.4813
44,2.4318,0.2955,0.5909,0.0455,0.1818,0.0227,0.5185
40,2.5000,0.2750,0.5750,0.0000,0.1250,0.0000,0.3519
8,1.6250,0.1250,0.5000,0.0000,0.2500,0.0000,0.5617
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5864
18,1.8889,0.3889,0.5556,0.1667,0.4444,0.0000,0.5864
13,2.4615,0.1538,0.3077,0.0000,0.0000,0.1538,0.3519
36,2.6944,0.2500,0.4722,0.0278,0.2500,0.0000,0.6049
58,1.2759,0.2069,0.3621,0.0172,0.1724,0.0000,0.5741
1,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.5185
37,2.8649,0.4054,0.9730,0.0000,0.1892,0.0811,0.6049
40,3.3250,0.3750,0.7500,0.0000,0.3250,0.1500,0.5185
36,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
138,3.4058,0.6812,0.9493,0.1667,0.5652,0.0290,0.5185
156,4.1154,0.7051,1.1603,0.1090,0.3846,0.2115,0.5617
46,3.2391,0.2609,0.7174,0.0435,0.4130,0.0000,0.5617
70,3.6857,0.4857,0.9429,0.1000,0.3714,0.0571,0.3519
36,0.9167,0.0556,0.1667,0.0000,0.0000,0.0000,0.4783
13,1.8462,0.0769,0.2308,0.0000,0.0769,0.0000,0.5185
35,1.7714,0.1429,0.4286,0.0000,0.0857,0.0000,0.4136
85,2.2471,0.2353,0.4235,0.0235,0.2118,0.0235,0.6049
7,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.4012
86,2.3605,0.2442,0.5233,0.0698,0.2558,0.0349,0.4813
17,0.8235,0.0588,0.1765,0.0588,0.2353,0.0000,0.5802
85,3.7647,0.5059,0.8941,0.0353,0.4000,0.1176,0.4383
2,1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4012
13,2.2308,0.3846,0.4615,0.0769,0.2308,0.0769,0.5617
34,2.0588,0.3235,0.5588,0.0000,0.0294,0.0588,0.4410
157,3.7516,0.4586,1.0064,0.2166,0.6242,0.0318,0.4630
69,0.0145,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
60,1.3667,0.0833,0.2333,0.0000,0.2167,0.0000,0.5185
86,2.8023,0.3023,0.6744,0.0233,0.3256,0.1279,0.5617
9,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.4813
11,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
48,1.0625,0.1458,0.2500,0.0208,0.1042,0.0000,0.4630
113,2.6018,0.3363,0.6195,0.0000,0.2478,0.1770,0.5185
150,3.7867,0.5000,0.9933,0.1867,0.5733,0.0467,0.5000
98,1.7245,0.1735,0.3878,0.0102,0.0408,0.0408,0.4568
11,1.7273,0.0000,0.0909,0.0000,0.0000,0.0000,0.5185
17,0.0588,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
10,2.5000,0.0000,0.3000,0.0000,0.1000,0.0000,0.4630
31,3.2903,0.3548,0.7419,0.1290,0.3871,0.0000,0.4136
78,3.5385,0.2436,0.8590,0.0128,0.2564,0.1410,0.4012
10,1.4000,0.0000,0.2000,0.0000,0.0000,0.0000,0.4783
41,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5185
108,1.3148,0.2407,0.2870,0.0093,0.1019,0.1481,0.4012
130,3.8692,0.5077,1.0077,0.0769,0.5923,0.0462,0.5123
155,3.6452,0.4903,1.0194,0.0710,0.5226,0.1097,0.5185
18,1.5000,0.1111,0.2222,0.0000,0.1111,0.0000,0.5617
18,1.3889,0.1667,0.2222,0.0556,0.1667,0.0000,0.5185
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5062
43,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
53,2.6038,0.3962,0.6981,0.0377,0.2642,0.0000,0.4691
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
113,3.3982,0.3540,0.8584,0.0354,0.2743,0.0177,0.4383
43,3.2558,0.2326,0.6279,0.0465,0.3023,0.0000,0.5247
108,2.7407,0.4259,0.7778,0.1574,0.4722,0.0000,0.5988
28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
17,1.8235,0.1176,0.4706,0.0000,0.0000,0.1176,0.5583
9,2.0000,0.3333,0.4444,0.1111,0.3333,0.0000,0.4691
39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
56,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
53,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
25,2.8800,0.4000,0.7600,0.0800,0.3600,0.0400,0.4383
34,3.1176,0.2647,0.7353,0.0294,0.2647,0.0882,0.5247
97,3.4433,0.3505,0.9691,0.0619,0.4639,0.0619,0.4691
152,4.1184,0.4211,1.1645,0.0329,0.3421,0.2303,0.3148
17,1.7647,0.1176,0.5294,0.0588,0.3529,0.0000,0.3827
14,0.0714,0.0000,0.0000,0.0000,0.0000,0.0000,0.5741
152,3.6711,0.4605,0.8553,0.2368,0.6579,0.0132,0.5802
146,2.5205,0.2397,0.5959,0.0342,0.2192,0.0274,0.4691
43,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
10,1.8000,0.1000,0.1000,0.0000,0.2000,0.0000,0.3889
29,2.6207,0.1724,0.4828,0.0000,0.1379,0.0000,0.4383
156,3.9744,0.5833,1.0769,0.0256,0.4295,0.2692,0.5583
25,2.4800,0.2400,0.4800,0.2000,0.4400,0.0000,0.3148
20,3.3000,0.3500,0.6000,0.1000,0.3500,0.0000,0.4568
155,3.8516,0.5161,1.1032,0.0516,0.2387,0.1290,0.4568
23,0.0435,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
97,3.6186,0.3505,0.9072,0.1443,0.4433,0.0103,0.4074
133,3.6541,0.3684,0.9774,0.0752,0.3910,0.0150,0.4568
138,3.4348,0.3261,0.6667,0.1522,0.3986,0.0000,0.4568
102,2.2059,0.1667,0.5980,0.0098,0.1863,0.0098,0.4691
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
9,1.6667,0.0000,0.2222,0.0000,0.2222,0.0000,0.4074
32,1.8438,0.0000,0.1250,0.0000,0.0000,0.0000,0.5556
50,3.2400,0.3600,0.7600,0.1000,0.4400,0.0200,0.4506
51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
102,3.2353,0.3824,0.7353,0.1078,0.4608,0.0000,0.5741
75,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
124,2.9113,0.4355,0.7339,0.0726,0.3710,0.0645,0.5679
30,0.0667,0.0333,0.0333,0.0000,0.0000,0.0000,0.3889
62,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
138,3.9855,0.4928,1.0797,0.0435,0.3913,0.0870,0.4815
63,0.0159,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
32,1.8125,0.0938,0.2813,0.0000,0.0313,0.0000,0.5556
74,2.0811,0.2838,0.5811,0.1486,0.2838,0.0135,0.5583
16,2.5000,0.0000,0.3750,0.0000,0.1250,0.0000,0.4691
3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
65,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
1,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
108,2.8148,0.2037,0.5926,0.0463,0.2130,0.0000,0.5802
136,3.0000,0.3382,0.7206,0.0588,0.3015,0.0809,0.3148
141,3.5532,0.3475,0.7376,0.0496,0.2908,0.0284,0.4074
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
37,2.8108,0.4054,0.7568,0.0811,0.4324,0.0000,0.5926
24,0.0833,0.0000,0.0000,0.0000,0.0417,0.0000,0.4691
48,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
4,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
118,3.8305,0.6949,0.9915,0.2373,0.6186,0.0593,0.4568
74,1.7838,0.1892,0.3378,0.0000,0.0541,0.0676,0.4568
68,3.0294,0.4412,0.6176,0.1618,0.2941,0.0441,0.4383
5,1.6000,0.2000,0.2000,0.0000,0.0000,0.0000,0.5926
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
8,1.0000,0.0000,0.1250,0.0000,0.0000,0.0000,0.5679
103,3.6019,0.4466,0.9612,0.0485,0.2330,0.0485,0.3889
5,1.4000,0.2000,0.6000,0.0000,0.2000,0.0000,0.5644
